BOR;AN;FI;FI_EJ;PERSO;EFFSALPLH;EFFSALPLF;EFFSALPAH;EFFSALPAF;EFFLIBPLH;EFFLIBPLF;EFFLIBPAH;EFFLIBPAF;ETPSALH;ETPSALF;ETP_PU;ETP_PH;ETP_AS;ETP_HU;ETP_AT;ETP_AU;EFFSAL;ETPSAL;EFFLIB
Q20;2019;630000438;630781011;M1340;5;;2;2;;;;;5.55;1.6;;7;;;;0.15;9;7.15;
Q20;2019;630000438;630781011;M2030;1;1;;;;;;;1;1;;1;1;;;;2;2;
Q20;2019;630000438;630781011;M2120;;;1;1;;;;;0.6;0.84;;;0.84;;;0.6;2;1.44;
Q20;2019;630000438;630781011;M3012;;1;;1;;;;;;1.7;;1.7;;;;;2;1.7;
Q20;2019;630000438;630781011;M3020;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2019;630000438;630781011;M3040;;1;;;;;;;;1;;1;;;;;1;1;
Q20;2019;630000438;630781011;M3050;2;1;;;;;;;2;1;;3;;;;;3;3;
Q20;2019;630000438;630781011;M9999;18;17;5;11;;;;;19;20.48;;27.38;3.17;;4.5;4.43;51;39.48;
Q20;2019;630000446;630781029;M1010;2;1;;;;;;;2.2;1.62;;;;;3.49;0.33;3;3.82;
Q20;2019;630000446;630781029;M1030;2;1;1;2;;;;;2.8;2.42;;1.6;;;1.92;1.7;6;5.22;
Q20;2019;630000446;630781029;M1070;;1;;;;;;;;0.73;;0.73;;;;;1;0.73;
Q20;2019;630000446;630781029;M1090;1;;;;1;;;;1;0.73;;1;;;;0.73;1;1.73;1
Q20;2019;630000446;630781029;M1110;;;;1;;;;;;0.05;;;;;0.05;;1;0.05;
Q20;2019;630000446;630781029;M1120;;;1;;;;;;0.2;;;;;;0.2;;1;0.2;
Q20;2019;630000446;630781029;M1140;;1;;1;;;;;;1.9;;0.9;;;;1;2;1.9;
Q20;2019;630000446;630781029;M1160;2;;;;;;;;2.58;;;2;;;;0.58;2;2.58;
Q20;2019;630000446;630781029;M1200;;;;1;;;;;;0.6;;0.6;;;;;1;0.6;
Q20;2019;630000446;630781029;M1320;2;1;;4;;;;;3.98;2;;0.8;;;3;2.18;7;5.98;
Q20;2019;630000446;630781029;M1340;4;2;2;;;;;;5.1;2;;6.1;;;1;;8;7.1;
Q20;2019;630000446;630781029;M2030;1;;;;;;;;1;;;;;;1;;1;1;
Q20;2019;630000446;630781029;M2050;3;1;1;1;;;;;2.45;2.15;;3.28;0.25;;1;0.07;6;4.6;
Q20;2019;630000446;630781029;M2100;;;;;;;;;0.5;;;;;;;0.5;;0.5;
Q20;2019;630000446;630781029;M2120;2;;;;;;;;2;;;1;;;1;;2;2;
Q20;2019;630000446;630781029;M3020;1;4;;;;;;;2.84;3.53;;2.89;;;1.06;2.42;5;6.37;
Q20;2019;630000446;630781029;M3050;;1;;1;;;;;;1.95;;0.82;;;0.54;0.59;2;1.95;
Q20;2019;630000446;630781029;M9999;20;13;5;11;1;;;;26.65;19.68;;21.72;0.25;;14.26;10.1;49;46.33;1
Q20;2019;630000479;630781110;M1010;1;3;;2;;;;;1;2.32;;;;;;;6;3.32;
Q20;2019;630000479;630781110;M1020;;4;;3;;;;;;5.89;;;;;;;7;5.89;
Q20;2019;630000479;630781110;M1030;5;3;2;3;;;;;6;5.41;;;;;;;13;11.41;
Q20;2019;630000479;630781110;M1050;;;;;;;;;0.04;0;;;;;;;;0.04;
Q20;2019;630000479;630781110;M1130;2;5;2;4;;;;;2.51;7.44;;;;;;;13;9.95;
Q20;2019;630000479;630781110;M1160;4;3;3;3;;;;;5;4.26;;;;;;;13;9.26;
Q20;2019;630000479;630781110;M1170;4;5;1;1;;;;;3.64;6.3;;;;;;;11;9.94;
Q20;2019;630000479;630781110;M1200;;1;;;;;;;;1;;;;;;;1;1;
Q20;2019;630000479;630781110;M1210;4;3;2;2;;;;;4.57;3.32;;;;;;;11;7.89;
Q20;2019;630000479;630781110;M1310;;1;2;1;;;;;1;1.5;;;;;;;4;2.5;
Q20;2019;630000479;630781110;M2010;3;1;1;;;;;;3.5;0.99;;;;;;;5;4.49;
Q20;2019;630000479;630781110;M2040;;1;;;;;;;;1;;;;;;;1;1;
Q20;2019;630000479;630781110;M2050;;1;;1;;;;;;1.4;;;;;;;2;1.4;
Q20;2019;630000479;630781110;M2100;;;2;;;;;;0.02;;;;;;;;2;0.02;
Q20;2019;630000479;630781110;M2140;2;;2;;;;;;2.97;;;;;;;;4;2.97;
Q20;2019;630000479;630781110;M3030;;;;1;;;;;;0.4;;;;;;;1;0.4;
Q20;2019;630000479;630781110;M3040;;1;;;;;;;;1;;;;;;;1;1;
Q20;2019;630000479;630781110;M3050;4;6;1;;;;;;3.36;6;;;;;;;11;9.36;
Q20;2019;630000479;630781110;M9999;29;38;18;21;;;;;33.61;48.23;;;;;;;106;81.84;
Q20;2019;630000487;630781136;M1180;1;1;1;1;;;;;1.75;1.13;;;;;;;4;2.88;
Q20;2019;630000487;630781136;M3050;;;;1;;;;;;1.02;;;;;;;1;1.02;
Q20;2019;630000487;630781136;M9999;1;1;1;2;;;;;1.75;2.15;;;;;;;5;3.9;
Q20;2019;630000560;630781367;M3070;0;2;2;2;0;0;0;0;1.86;3.93;0;0;1;0;3.66;1.13;6;5.79;0
Q20;2019;630000560;630781367;M9999;0;2;2;2;0;0;0;0;1.86;3.93;0;0;1;0;3.66;1.13;6;5.79;0
Q20;2019;630005668;630000990;M1110;;;2;1;;;;;1.31;0.4;;;;;;;3;1.71;
Q20;2019;630005668;630000990;M9999;;;2;1;;;;;1.31;0.4;;;;;;;3;1.71;
Q20;2019;630007698;630000990;M1110;;;;;;;;;0.31;0.34;;;;;;;;0.65;
Q20;2019;630007698;630000990;M9999;;;;;;;;;0.31;0.34;;;;;;;;0.65;
Q20;2019;630007748;630000990;M1110;;;;;;;;;;0.24;;;;;;;;0.24;
Q20;2019;630007748;630000990;M9999;;;;;;;;;;0.24;;;;;;;;0.24;
Q20;2019;630007789;630000990;M1110;;;;;;;;;0.14;;;;;;;;;0.14;
Q20;2019;630007789;630000990;M9999;;;;;;;;;0.14;;;;;;;;;0.14;
Q20;2019;630007839;630000990;M1110;;1;;;;;;;;0.79;;;;;;;1;0.79;
Q20;2019;630007839;630000990;M9999;;1;;;;;;;;0.79;;;;;;;1;0.79;
Q20;2019;630007888;630000990;M1110;;;;;;;;;0.1;0.13;;;;;;;;0.23;
Q20;2019;630007888;630000990;M9999;;;;;;;;;0.1;0.13;;;;;;;;0.23;
Q20;2019;630008118;630011153;M1010;;;;;;;81;56;;;;;;;;;;;137
Q20;2019;630008118;630011153;M1090;1;;;;;;;;1;;;;;;;;1;1;
Q20;2019;630008118;630011153;M1330;;1;;;;;;;;0.33;;;;;;;1;0.33;
Q20;2019;630008118;630011153;M9999;1;1;;;;;81;56;1;0.33;;;;;;;2;1.33;137
Q20;2019;630009546;630011831;M1170;;;;;3;;;;;;;;;;;;;;3
Q20;2019;630009546;630011831;M9999;;;;;3;;;;;;;;;;;;;;3
Q20;2019;630010296;630001188;M1010;;1;;1;;;;;;1.89;;;;;;;2;1.89;
Q20;2019;630010296;630001188;M1140;;;;1;;;;;;0.5;;;;;;;1;0.5;
Q20;2019;630010296;630001188;M9999;;1;;2;;;;;;2.39;;;;;;;3;2.39;
Q20;2019;630010510;920030269;M1010;2;1;;;;;;;2;1;;;;;;;3;3;
Q20;2019;630010510;920030269;M1180;;1;;;;;;;;1;;;;;;;1;1;
Q20;2019;630010510;920030269;M3050;;1;;;;;;;;1;;;;;;;1;1;
Q20;2019;630010510;920030269;M9999;2;3;;;;;;;2;3;;;;;;;5;5;
Q20;2019;630010528;630000990;M1010;1;;1;;;;;;0.99;1.53;;;;;;;2;2.52;
Q20;2019;630010528;630000990;M9999;1;;1;;;;;;0.99;1.53;;;;;;;2;2.52;
Q20;2019;630011211;690795331;M1200;;;;2;;;;;;0.09;;;;;;;2;0.09;
Q20;2019;630011211;690795331;M9999;;;;2;;;;;;0.09;;;;;;;2;0.09;
Q20;2019;630011823;870015336;M1010;;0;2;1;;;;;0.16;1.48;;;;;;;3;1.64;
Q20;2019;630011823;870015336;M3050;;;;1;;;;;;0.05;;;;;;;1;0.05;
Q20;2019;630011823;870015336;M9999;;0;2;2;;;;;0.16;1.53;;;;;;;4;1.69;
Q20;2019;630780179;630011534;M1010;2;;;1;;;;;2;0.91;;;;;;;3;2.91;
Q20;2019;630780179;630011534;M1320;1;;;;;;;;1;;;;;;;;1;1;
Q20;2019;630780179;630011534;M3050;;;;1;;;;;;0.95;;;;;;;1;0.95;
Q20;2019;630780179;630011534;M9999;3;;;2;;;;;3;1.86;;;;;;;5;4.86;
Q20;2019;630780195;630786754;M1010;3;;;1;;;;;1.88;0.92;;;;;;;4;2.8;
Q20;2019;630780195;630786754;M3020;9;15;6;12;;;;;17.68;29.48;;;;;;;42;47.16;
Q20;2019;630780195;630786754;M3050;;1;;1;;;;;;1.92;;;;;;;2;1.92;
Q20;2019;630780195;630786754;M9999;12;16;6;14;;;;;19.56;32.32;;;;;;;48;51.88;
Q20;2019;630780211;630000107;M1020;;;;;;;3;6;;;;;;;;;;;9
Q20;2019;630780211;630000107;M1030;;;;;11;3;;;;;;;;;;;;;14
Q20;2019;630780211;630000107;M1040;;;;;8;;10;5;;;;;;;;;;;23
Q20;2019;630780211;630000107;M1090;;;;;;;8;2;;;;;;;;;;;10
Q20;2019;630780211;630000107;M1100;;;;;1;1;1;;;;;;;;;;;;3
Q20;2019;630780211;630000107;M1130;;;;;4;;;;;;;;;;;;;;4
Q20;2019;630780211;630000107;M1150;;;;;;;1;;;;;;;;;;;;1
Q20;2019;630780211;630000107;M1160;;;;;;;6;9;;;;;;;;;;;15
Q20;2019;630780211;630000107;M1170;;;;;;;4;;;;;;;;;;;;4
Q20;2019;630780211;630000107;M1200;;;;;;;;4;;;;;;;;;;;4
Q20;2019;630780211;630000107;M1210;;;;;2;;;;;;;;;;;;;;2
Q20;2019;630780211;630000107;M1320;2;;;2;;;;;2;1;;;;;;;4;3;
Q20;2019;630780211;630000107;M1340;;;;;1;1;5;3;;;;;;;;;;;10
Q20;2019;630780211;630000107;M2020;;;;;;;4;;;;;;;;;;;;4
Q20;2019;630780211;630000107;M2030;;;;;8;;;;;;;;;;;;;;8
Q20;2019;630780211;630000107;M2040;;;;;2;;2;;;;;;;;;;;;4
Q20;2019;630780211;630000107;M2050;;;;;1;2;;;;;;;;;;;;;3
Q20;2019;630780211;630000107;M2060;;;;;;2;;;;;;;;;;;;;2
Q20;2019;630780211;630000107;M2080;;;;;3;1;2;;;;;;;;;;;;6
Q20;2019;630780211;630000107;M2100;;;;;;;4;;;;;;;;;;;;4
Q20;2019;630780211;630000107;M2120;;;;;2;;;;;;;;;;;;;;2
Q20;2019;630780211;630000107;M2130;;;;;2;;;;;;;;;;;;;;2
Q20;2019;630780211;630000107;M3011;;;;;;;1;2;;;;;;;;;;;3
Q20;2019;630780211;630000107;M3050;;2;;;;;;;;2;;;;;;;2;2;
Q20;2019;630780211;630000107;M9999;2;2;;2;45;10;51;31;2;3;;;;;;;6;5;137
Q20;2019;630780310;920030269;M1010;1;;;1;;;;;1;0.15;;;;;;;2;1.15;
Q20;2019;630780310;920030269;M1320;2;;;2;;;;;2;0.3;;;;;;;4;2.3;
Q20;2019;630780310;920030269;M3050;;;1;;;;;;1;;;;;;;;1;1;
Q20;2019;630780310;920030269;M9999;3;;1;3;;;;;4;0.45;;;;;;;7;4.45;
Q20;2019;630780369;630000164;M1020;;;;;7;;;5;;;;;;;;;;;12
Q20;2019;630780369;630000164;M1030;;;;;;;17;5;;;;;;;;;;;22
Q20;2019;630780369;630000164;M1090;;;;;;;9;6;;;;;;;;;;;15
Q20;2019;630780369;630000164;M1160;;;;;;;12;5;;;;;;;;;;;17
Q20;2019;630780369;630000164;M1200;;;;1;;;;;;0.2;;;;;;;1;0.2;
Q20;2019;630780369;630000164;M2020;;;;;;;2;;;;;;;;;;;;2
Q20;2019;630780369;630000164;M2040;;;;;;;1;;;;;;;;;;;;1
Q20;2019;630780369;630000164;M2070;;;;;;;1;1;;;;;;;;;;;2
Q20;2019;630780369;630000164;M2080;;;;;;;1;;;;;;;;;;;;1
Q20;2019;630780369;630000164;M2100;;;;;;;4;;;;;;;;;;;;4
Q20;2019;630780369;630000164;M2120;;;;;;;2;;;;;;;;;;;;2
Q20;2019;630780369;630000164;M2130;;;;;;;;1;;;;;;;;;;;1
Q20;2019;630780369;630000164;M3050;;;1;;;;;;0.86;;;;;;;;1;0.86;
Q20;2019;630780369;630000164;M9999;;;1;1;7;;49;23;0.86;0.2;;;;;;;2;1.06;79
Q20;2019;630780401;630000172;M1010;;;;;;;2;;;;;;;;;;;;2
Q20;2019;630780401;630000172;M1040;;;;;;;1;;;;;;;;;;;;1
Q20;2019;630780401;630000172;M1320;;;;;;;1;;;;;;;;;;;;1
Q20;2019;630780401;630000172;M3020;;;1;;;;4;4;0.14;;;;;;;;1;0.14;8
Q20;2019;630780401;630000172;M3050;;;;1;;;;;;0.61;;;;;;;1;0.61;
Q20;2019;630780401;630000172;M9999;;;1;1;;;8;4;0.14;0.61;;;;;;;2;0.75;12
Q20;2019;630780526;630009991;M1010;;;1;3;;;;;;2.25;;;;;;;4;2.25;
Q20;2019;630780526;630009991;M1320;;;;1;;;;;;0.89;;;;;;;1;0.89;
Q20;2019;630780526;630009991;M1330;;;1;;;;;;0.21;;;;;;;;1;0.21;
Q20;2019;630780526;630009991;M3040;;;;1;;;;;;0.25;;;;;;;1;0.25;
Q20;2019;630780526;630009991;M3050;;;;1;;;;;;0.75;;;;;;;1;0.75;
Q20;2019;630780526;630009991;M9999;;;2;6;;;;;0.21;4.14;;;;;;;8;4.35;
Q20;2019;630780559;870015336;M1010;;;;;;;;1;;;;;;;;;;;1
Q20;2019;630780559;870015336;M3050;;;;1;;;;;;0.05;;;;;;;1;0.05;
Q20;2019;630780559;870015336;M9999;;;;1;;;;1;;0.05;;;;;;;1;0.05;1
Q20;2019;630781268;630780989;M1010;;2;;4;;;;;;2.73;;1;;0.5;0.96;0.27;6;2.73;
Q20;2019;630781268;630780989;M1020;1;2;;2;;;;;1;4.1;;4.1;1;;;;5;5.1;
Q20;2019;630781268;630780989;M1030;12;19;1;1;;;;;10.82;18.54;1.5;20.8;;0.58;1;5.48;33;29.36;
Q20;2019;630781268;630780989;M1050;3;3;7;6;;;;;2.01;4.55;0.5;3.7;;0.58;0.78;1;19;6.56;
Q20;2019;630781268;630780989;M1090;7;5;1;2;;;;;5.25;3.58;2.43;2;1;1;1.4;1;15;8.83;
Q20;2019;630781268;630780989;M1100;3;1;;1;;;;;2;1.8;0.5;3.3;;;;;5;3.8;
Q20;2019;630781268;630780989;M1140;12;22;1;9;;;;;11.65;24.74;1.67;25.8;4.56;1.58;0.78;2;44;36.39;
Q20;2019;630781268;630780989;M1150;;1;;;;;;;;1;;1;;;;;1;1;
Q20;2019;630781268;630780989;M1160;3;3;1;1;;;;;1.55;5.4;0.55;4.4;;0.9;1.1;;8;6.95;
Q20;2019;630781268;630780989;M1180;;1;;;;;;;;0.6;;0.6;;;;;1;0.6;
Q20;2019;630781268;630780989;M1200;6;12;;1;;;;;4.2;9.1;2;8.2;0.32;1.08;0.7;1;19;13.3;
Q20;2019;630781268;630780989;M2010;1;3;1;;;;;;0.9;1.25;;1.07;;0.58;0.03;0.47;5;2.15;
Q20;2019;630781268;630780989;M2020;1;2;1;;;;;;0.36;1.5;0.5;1;0.16;;0.2;;4;1.86;
Q20;2019;630781268;630780989;M2050;5;16;3;13;;;;;3.66;16.66;2;11.72;0.16;2.5;2.2;1.74;37;20.32;
Q20;2019;630781268;630780989;M2120;6;;;;;;;;3.69;;0.97;2.72;;;;;6;3.69;
Q20;2019;630781268;630780989;M2150;4;3;;;;;;;3.5;3;0.5;3;;;1;2;7;6.5;
Q20;2019;630781268;630780989;M3011;8;14;2;4;;;;;4.58;10.39;4.53;6.17;0.22;1.08;0.97;2;28;14.97;
Q20;2019;630781268;630780989;M3020;;;1;;;;;;0.55;0.1;;0.1;;;0.55;;1;0.65;
Q20;2019;630781268;630780989;M3030;12;14;24;14;;;;;13.25;11.53;10.8;3.9;1;2.98;3.8;2.3;64;24.78;
Q20;2019;630781268;630780989;M3040;;;;1;;;;;;0.35;;;;;0.35;;1;0.35;
Q20;2019;630781268;630780989;M3050;;3;;;;;;;;0.96;0.8;;0.16;;;;3;0.96;
Q20;2019;630781268;630780989;M3070;1;1;1;;;;;;1.15;1;;;;;2.15;;3;2.15;
Q20;2019;630781268;630780989;M9999;85;127;44;59;;;;;70.12;122.88;29.25;104.58;8.58;13.36;17.97;19.26;315;193;
Q20;2019;630781417;630000578;M3020;;;1;;2;3;;;0.5;;;;;;;;1;0.5;5
Q20;2019;630781417;630000578;M3050;;;;1;;;;;;0.5;;;;;;;1;0.5;
Q20;2019;630781417;630000578;M9999;;;1;1;2;3;;;0.5;0.5;;;;;;;2;1;5
Q20;2019;630781433;630000362;M1010;;;;;1;1;;;;;;;;;;;;;2
Q20;2019;630781433;630000362;M9999;;;;;1;1;;;;;;;;;;;;;2
Q20;2019;630781755;630011518;M1140;;3;;;;;;;;2.71;;;;;;;3;2.71;
Q20;2019;630781755;630011518;M1180;;1;;;;;;;;1;;;;;;;1;1;
Q20;2019;630781755;630011518;M1200;;;1;2;;;;;0.03;0.12;;;;;;;3;0.15;
Q20;2019;630781755;630011518;M3050;;;;2;;;;;0.12;0.44;;;;;;;2;0.56;
Q20;2019;630781755;630011518;M9999;;4;1;4;;;;;0.15;4.27;;;;;;;9;4.42;
Q20;2019;630781771;630780989;M1140;;;;3;;;;;;0.4;;;;;0.4;;3;0.4;
Q20;2019;630781771;630780989;M3020;7;20;2;7;;;;;8;22.26;1.3;21.49;1.16;0.58;1.73;4;36;30.26;
Q20;2019;630781771;630780989;M9999;7;20;2;10;;;;;8;22.66;1.3;21.49;1.16;0.58;2.13;4;39;30.66;
Q20;2019;630781821;920030269;M1010;2;1;;;;;2;1;2;1;;;;;;;3;3;3
Q20;2019;630781821;920030269;M1030;;;;;;;2;;;;;;;;;;;;2
Q20;2019;630781821;920030269;M1040;;;1;;;;1;;0.1;;;;;;;;1;0.1;1
Q20;2019;630781821;920030269;M1200;;;;;;;;1;;;;;;;;;;;1
Q20;2019;630781821;920030269;M3011;;;;;;;1;;;;;;;;;;;;1
Q20;2019;630781821;920030269;M3020;;;1;;;;9;1;0.2;;;;;;;;1;0.2;10
Q20;2019;630781821;920030269;M3050;;1;;;;;;;;1;;;;;;;1;1;
Q20;2019;630781821;920030269;M3060;;;;;;;1;;;;;;;;;;;;1
Q20;2019;630781821;920030269;M9999;2;2;2;;;;16;3;2.3;2;;;;;;;6;4.3;19
Q20;2019;630781839;630000826;M1020;;;;;;;3;2;;;;;;;;;;;5
Q20;2019;630781839;630000826;M1030;;;;;11;2;5;1;;;;;;;;;;;19
Q20;2019;630781839;630000826;M1040;;;;;;1;1;1;;;;;;;;;;;3
Q20;2019;630781839;630000826;M1090;;;;;2;2;;;;;;;;;;;;;4
Q20;2019;630781839;630000826;M1100;2;1;;;;;;;1.32;0.66;;;;;;;3;1.98;
Q20;2019;630781839;630000826;M1140;;;;;2;;;1;;;;;;;;;;;3
Q20;2019;630781839;630000826;M1160;;;;;11;5;;;;;;;;;;;;;16
Q20;2019;630781839;630000826;M2010;;;;;1;1;;;;;;;;;;;;;2
Q20;2019;630781839;630000826;M2020;;;;;2;1;2;;;;;;;;;;;;5
Q20;2019;630781839;630000826;M2030;;;;;14;;;;;;;;;;;;;;14
Q20;2019;630781839;630000826;M2040;;;;;1;;;1;;;;;;;;;;;2
Q20;2019;630781839;630000826;M2050;;;;;5;9;;;;;;;;;;;;;14
Q20;2019;630781839;630000826;M2070;;;;;12;6;;;;;;;;;;;;;18
Q20;2019;630781839;630000826;M2080;;;;;3;1;;;;;;;;;;;;;4
Q20;2019;630781839;630000826;M2100;;;;;6;;;;;;;;;;;;;;6
Q20;2019;630781839;630000826;M2130;;;;;2;1;;;;;;;;;;;;;3
Q20;2019;630781839;630000826;M3050;;3;;;;;;;;2.84;;;;;;;3;2.84;
Q20;2019;630781839;630000826;M3070;;;;;3;3;;;;;;;;;;;;;6
Q20;2019;630781839;630000826;M9999;2;4;;;75;32;11;6;1.32;3.5;;;;;;;6;4.82;124
Q20;2019;630783348;750050916;M1010;;1;1;;;;;;0.1;1;;;;;;;2;1.1;
Q20;2019;630783348;750050916;M1180;2;2;;;;;;;2;2;;;;;;;4;4;
Q20;2019;630783348;750050916;M3050;;;;1;;;;;;0.7;;;;;;;1;0.7;
Q20;2019;630783348;750050916;M9999;2;3;1;1;;;;;2.1;3.7;;;;;;;7;5.8;
Q20;2019;630783538;630780989;M1010;2;4;1;4;;;;;1.26;5.89;;3.89;;;1.43;1.83;11;7.15;
Q20;2019;630783538;630780989;M1040;;;1;;;;;;0.2;;;;;;0.2;;1;0.2;
Q20;2019;630783538;630780989;M1180;4;;;;;;;;0.96;1.19;0.35;0.44;0.03;0.58;0.75;;4;2.15;
Q20;2019;630783538;630780989;M1200;2;3;;;;;;;1.4;3.1;;4.5;;;;;5;4.5;
Q20;2019;630783538;630780989;M3070;;1;;;;;;;;1;;;;;1;;1;1;
Q20;2019;630783538;630780989;M9999;8;8;2;4;;;;;3.82;11.18;0.35;8.83;0.03;0.58;3.38;1.83;22;15;
Q20;2019;630784742;630000990;M1110;2;2;;;;;;;1.41;0.99;;;;;;;4;2.4;
Q20;2019;630784742;630000990;M9999;2;2;;;;;;;1.41;0.99;;;;;;;4;2.4;
Q20;2019;630785756;630001188;M1010;;1;;;;;;;;0.87;;;;;;;1;0.87;
Q20;2019;630785756;630001188;M1180;;0;;;;;;;;0.52;;;;;;;0;0.52;
Q20;2019;630785756;630001188;M1320;;2;;2;;;;;;3.36;;;;;;;4;3.36;
Q20;2019;630785756;630001188;M9999;;3;;2;;;;;;4.75;;;;;;;5;4.75;
Q20;2019;630790384;630786754;M1010;;1;;;;;;;;0.08;;;;;;;1;0.08;
Q20;2019;630790384;630786754;M3020;1;;;;;;;;0.25;;;;;;;;1;0.25;
Q20;2019;630790384;630786754;M9999;1;1;;;;;;;0.25;0.08;;;;;;;2;0.33;
Q20;2019;640000162;640780417;M1010;14;9;7;8;0;0;0;0;15.6;10.06;0;17.49;0.84;0;2.81;4.52;38;25.66;0
Q20;2019;640000162;640780417;M1030;13;11;0;2;0;0;0;0;12.55;10.91;0;16.3;3.6;0;0;3.56;26;23.46;0
Q20;2019;640000162;640780417;M1031;8;2;0;1;0;0;0;0;7.04;2.27;0;6.15;1.16;0;0;2;11;9.31;0
Q20;2019;640000162;640780417;M1050;0;2;0;0;0;0;0;0;0;1.63;0;0.46;1.17;0;0;0;2;1.63;0
Q20;2019;640000162;640780417;M1070;0;4;0;2;0;0;0;0;0;4;0;2.95;0;0;0;1.05;6;4;0
Q20;2019;640000162;640780417;M1090;4;3;0;2;0;0;0;0;3.65;3.92;0;5;1.83;0;0.58;0.16;9;7.57;0
Q20;2019;640000162;640780417;M1100;3;2;0;0;0;0;0;0;3;2.05;0;3.05;2;0;0;0;5;5.05;0
Q20;2019;640000162;640780417;M1110;1;2;0;2;0;0;0;0;1;3.76;0;3.26;1;0;0;0.5;5;4.76;0
Q20;2019;640000162;640780417;M1120;4;5;3;1;0;0;0;0;4.99;4.21;0;7;1.99;0;0.21;0;13;9.2;0
Q20;2019;640000162;640780417;M1130;3;4;1;1;0;0;0;0;2.85;3.53;0;4.13;0.15;0;0.25;1.85;9;6.38;0
Q20;2019;640000162;640780417;M1140;3;12;2;8;0;0;0;0;3.63;12.92;0;8.29;2.92;0;0.53;4.81;25;16.55;0
Q20;2019;640000162;640780417;M1150;2;5;0;2;0;0;0;0;1.9;5.56;0;5.7;0.96;0;0.2;0.6;9;7.46;0
Q20;2019;640000162;640780417;M1160;11;5;1;3;0;0;0;0;11.61;5.37;0;11.08;3.34;0;0.1;2.46;20;16.98;0
Q20;2019;640000162;640780417;M1180;1;2;1;1;0;0;0;0;0.6;1;0;0.5;0.12;0;0.23;0.75;5;1.6;0
Q20;2019;640000162;640780417;M1190;1;2;1;0;0;0;0;0;0.81;2.01;0;1.69;0;0;0;1.13;4;2.82;0
Q20;2019;640000162;640780417;M1200;0;1;1;0;0;0;0;0;0.64;1.71;0;2.1;0;0;0.15;0.1;2;2.35;0
Q20;2019;640000162;640780417;M1210;2;2;0;0;0;0;0;0;2;2;0;3;1;0;0;0;4;4;0
Q20;2019;640000162;640780417;M1320;2;7;2;3;0;0;0;0;4.17;8.56;0;8.13;1;0;0;3.6;14;12.73;0
Q20;2019;640000162;640780417;M1330;1;1;0;0;0;0;0;0;0.77;1.45;0;1.55;0.16;0;0;0.51;2;2.22;0
Q20;2019;640000162;640780417;M1340;10;8;4;4;0;0;0;0;9.1;9.94;0;5.27;1.35;0;2.5;9.92;26;19.04;0
Q20;2019;640000162;640780417;M2030;6;1;0;0;0;0;0;0;5.02;1.87;0;4.64;1;0;0;1.25;7;6.89;0
Q20;2019;640000162;640780417;M2050;2;9;2;7;0;0;0;0;2.22;10.8;0;8.5;2.82;0;1.02;0.68;20;13.02;0
Q20;2019;640000162;640780417;M2060;3;2;2;0;0;0;0;0;2.97;2;0;4.42;0;0;0.13;0.42;7;4.97;0
Q20;2019;640000162;640780417;M2070;0;0;4;0;0;0;0;0;1.2;0;0;0;0;0;1.2;0;4;1.2;0
Q20;2019;640000162;640780417;M2080;0;0;5;2;0;0;0;0;0.85;0.34;0;0;0;0;1.19;0;7;1.19;0
Q20;2019;640000162;640780417;M2100;4;1;0;0;0;0;0;0;4.12;0.5;0;3.5;0;0;0;1.12;5;4.62;0
Q20;2019;640000162;640780417;M2120;1;3;1;0;0;0;0;0;1.4;3.8;0;3.68;1;0;0.1;0.42;5;5.2;0
Q20;2019;640000162;640780417;M2130;2;1;0;0;0;0;0;0;0.68;1.44;0;1.2;0.84;0;0;0.08;3;2.12;0
Q20;2019;640000162;640780417;M3011;3;3;1;1;0;0;0;0;3.6;3.9;0;5.5;0;0;0;2;8;7.5;0
Q20;2019;640000162;640780417;M3012;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0
Q20;2019;640000162;640780417;M3020;10;16;3;4;0;0;0;0;12.01;17.94;0;20.78;0.99;0;0.3;7.88;33;29.95;0
Q20;2019;640000162;640780417;M3030;0;0;2;1;0;0;0;0;0.59;0.3;0;0;0;0;0.89;0;3;0.89;0
Q20;2019;640000162;640780417;M3040;2;1;0;0;0;0;0;0;1.6;1.27;0;2.27;0;0;0;0.6;3;2.87;0
Q20;2019;640000162;640780417;M3050;4;6;0;1;0;0;0;0;4;5.88;0;7;1.99;0;0.72;0.17;11;9.88;0
Q20;2019;640000162;640780417;M3060;0;2;0;0;0;0;0;0;0;1.62;0;0;0;0;0;1.62;2;1.62;0
Q20;2019;640000162;640780417;M3070;1;0;0;0;0;0;0;0;0.5;0;0;0.5;0;0;0;0;1;0.5;0
Q20;2019;640000162;640780417;M9999;122;134;43;56;0;0;0;0;127.67;148.52;0;175.09;34.23;0;13.11;53.76;355;276.19;0
Q20;2019;640000402;640780813;M1010;;2;1;1;;;;;0.4;2.8;;;;;;3.2;4;3.2;
Q20;2019;640000402;640780813;M1030;;;;1;;;;;;0.5;;;;;0.5;;1;0.5;
Q20;2019;640000402;640780813;M1040;;;2;;;;;;1.1;;;0.5;;;;0.6;2;1.1;
Q20;2019;640000402;640780813;M1050;;;1;;;;;;0.3;;;;;;0.3;;1;0.3;
Q20;2019;640000402;640780813;M1090;;;3;;;;;;0.6;;;;;;0.6;;3;0.6;
