BOR;AN;FI;FI_EJ;CANCERO_A1;CANCERO_A2;CANCERO_A3;CANCERO_A4;CANCERO_B4;CANCERO_A5;CANCERO_A6;CANCERO_B6;CANCERO_A7;CANCERO_A8;CANCERO_B8;CANCERO_C8;CANCERO_A9;CANCERO_B9;CANCERO_C9;CANCERO_A10;CANCERO_B10;CANCERO_A11;CANCERO_B11;CANCERO_C11;CANCERO_D11;CANCERO_A12;CANCERO_B12;CANCERO_A13;CANCERO_A14;CANCERO_A15;CANCERO_B15;CANCERO_A16;CANCERO_B16;CANCERO_A17;CANCERO_A18;CANCERO_A19;CANCERO_A20;CANCERO_A21;CANCERO_A22;CANCERO_A23;CANCERO_B17;CANCERO_B19;CANCERO_B20;CANCERO_B21;CANCERO_B22;CANCERO_B23;CANCERO_C19;CANCERO_C20;CANCERO_C21;CANCERO_C22;CANCERO_C23;CANCERO_A24;CANCERO_A25;CANCERO_A26;CANCERO_A27;CANCERO_B24;CANCERO_B25;CANCERO_B26;CANCERO_B27;CANCERO_C24;CANCERO_C25;CANCERO_C26;CANCERO_C27;CANCERO_D24;CANCERO_D26;CANCERO_E24;CANCERO_E26;CANCERO_A28;CANCERO_A29;CANCERO_B28;CANCERO_B29;CANCERO_C28;CANCERO_C29;CANCERO_A30;CANCERO_A31;CANCERO_A32;CANCERO_A33;CANCERO_A34;CANCERO_B30;CANCERO_B31;CANCERO_B32;CANCERO_B33;CANCERO_B34;CANCERO_C30;CANCERO_C31;CANCERO_C32;CANCERO_C33;CANCERO_C34
CANCERO;2019;520000068;520780073;1;0;0;1092;0;869;1655;0;1;;;;914;0;33;828;0;107;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;520004680;520004664;0;0;0;100;0;35;339;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;520004847;630011831;0;1;0;4194;0;4022;0;0;;;;;;;;;;;;;;1;0;0;172;4022;0;0;0;163;0;1;0;3;0;2;0;0;2;1;0;1;1;1.62;3.8;0;2.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;520780180;520000100;1;0;1;1218;0;1114;687;0;1;;;;1061;0;0;1054;0;135;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;0;1050;0;0;0;0;0;0;0;0;0;0;;;1;;0.4;;3;;;;;1;;;;;1.2;;;;
CANCERO;2019;520780214;520000118;1;0;1;1433;0;1418;436;0;1;;;;1313;0;5;1417;0;158;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;0;1193;0;0;0;0;0;0;0;0;0;0;1;;1;;1.5;;2;;;;;1;;1;;;2.5;;0.1;;
CANCERO;2019;530000017;530000025;1;0;0;488;0;319;1138;0;0;490000155;;;329;0;24;298;0;46;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;530000173;530000074;0;0;0;226;0;192;176;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;530000264;530000371;1;0;1;330;5;42;2943;9;1;;;;179;5;117;31;9;97;4;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;;;135;2046;0;0;0;0;0;0;255;0;0;0;0;2;0;1;0;0.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CANCERO;2019;530005628;720002294;0;1;0;13460;;12812;0;;;;;;;;;;;;;;;2;0;;648;12812;;;;518;;2;1;6;1;;0;;1;1;;1;2;1.8;6.4;1;0.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;530008671;530000371;1;0;1;2020;0;2020;0;0;1;;;;2020;0;0;2020;0;203;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;530031962;530000975;1;0;1;5267;0;4305;5026;0;1;;;;4474;0;235;4188;0;551;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;0;4490;0;0;0;0;0;0;0;0;0;0;;;2;;1;;3;;;;;1;;1;1;;3.35;;0.33;0.33;
CANCERO;2019;540000015;540023264;0;0;0;109;0;69;123;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;540000023;540000049;0;0;0;43;0;6;233;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;540000155;540000080;1;0;0;1191;18;1037;933;19;0;540000486;;;1057;18;28;1021;19;136;4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;540000163;540023264;0;0;0;93;0;27;325;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;540000361;540003928;0;0;0;155;0;103;205;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;540000478;540003449;1;0;1;3151;0;2684;3293;0;1;;;;2767;0;128;2617;0;300;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;0;2652;0;0;0;0;0;0;0;0;0;0;1;;;;1;;8;;;;;3;;2;1;1;9.11;;1.1;0.47;0.4
CANCERO;2019;540000486;540000932;1;0;1;10979;0;9254;13419;0;1;;;;9580;0;348;9154;0;1019;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;0;8827;0;0;0;0;0;0;0;0;0;0;;;6;;;;9;;;;;;;;;;8;;;;
CANCERO;2019;540001070;540000767;1;0;0;212;0;168;588;0;1;;;;144;0;0;141;0;16;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;540001096;570010181;1;0;0;496;3;234;2166;3;1;;;;465;3;143;209;3;66;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;540001138;540023264;1;0;0;3203;0;2174;8689;0;1;;;;2098;0;154;1810;0;358;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;540001286;540003019;1;1;1;58117;0;55161;15916;0;1;;;;17643;0;1450;15924;0;1985;0;0;0;6;0;5;2379;36560;602;316;166;2225;274;6;10;28;;4;33;11;1;10;;1;10.44;10.45;32.62;;4.91;75;53;32;7;3259;17218;1468;2291;1;0;2;0;17272;7478;3;12;8;;11;;14.05;;107;64;2;1;;36;15;15;3;;116.97;57.57;1.71;1.71;
CANCERO;2019;540002698;540023264;1;1;1;15379;0;12285;31141;0;1;;;;11325;0;1014;9505;0;1307;0;136;0;;;;0;0;6;0;290;4;263;;;;;;0;;;;;;;;;;;24;8;;;203;5145;0;0;195;2583;0;0;848;0;820;0;1;8;;1;0.2;5.07;36;24;1;1;15;10;2;3;;1;19.79;9.9;1.45;0.5;10.13
CANCERO;2019;540010568;540010519;1;0;0;;500;0;;2920;0;540003019;540023264;;0;427;0;0;476;0;88;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;540013224;540000536;0;0;0;485;0;168;942;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;540023256;540020963;0;1;0;26394;;25477;0;;;;;;;;;;;;;;;2;0;0;917;25477;;0;;877;0;2;2;6;2;4;0;1;1;4;1;3;2.6;2.8;9.3;2.9;6.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;550000012;550006795;1;0;0;3044;20;2607;4437;21;1;;;;2611;20;7;2466;21;290;4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;550000178;550000293;0;0;0;184;0;88;581;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;550000434;550003354;1;0;0;2531;41;2350;1282;53;1;;;;2498;41;111;2346;53;287;8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;560000127;560023210;1;0;1;11858;0;10633;10754;0;1;;;;10831;0;216;10264;0;1148;0;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;18;23;;;519;6430;;;0;0;;;6185;;0;;2;6;4;;4.12;0.8;12;7;0;;2;17;3;3;;0;19.04;11.32;1.2;;1.58
CANCERO;2019;560000135;560005746;1;1;1;40571;0;38442;15947;0;1;;;;15152;0;818;13716;0;1788;0;7;0;3;;;1245;22657;343;0;0;1207;0;;5;17;;10;0;4;0;8;;2;1.2;5;23.4;;10.5;20;21;;;1019;10030;0;0;0;0;0;0;6029;0;0;0;1;;4;5;3.26;1.5;19;15;;;;9;8;1;;;24.2;20.9;0.18;;
CANCERO;2019;560000143;560014748;1;0;1;2567;0;2389;1373;0;1;;;;2351;0;1;2331;0;247;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;0;2442;0;0;0;0;0;0;0;0;0;0;;;;;;;1;2;1;;1;3;;;;;2.57;0.97;0.2;;0.2
CANCERO;2019;560000192;560000044;1;0;1;632;2;551;584;2;0;560023210;;;405;2;0;401;2;61;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;0;382;0;0;0;0;0;0;0;0;0;0;;;;3;;0.3;3;;;;1;2;;1;1;;1.27;;0.05;0.05;0.6
CANCERO;2019;560002933;560026965;0;0;0;1108;0;326;4492;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;560007510;560001307;0;0;0;606;0;367;1059;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;560008799;560013989;1;1;1;9518;53;8042;11504;102;1;;;;7836;53;81;7549;102;950;39;0;1;;;;0;0;61;0;0;40;0;6;;;;;0;;;;;;6;;;;;;24;;;0;7550;0;0;0;0;0;0;0;0;0;0;3;;;1;3;;20;14;;;;15;3;1;1;;28.14;16.81;0.9;0.9;
CANCERO;2019;560018038;560023178;0;1;0;11610;;11610;0;;;;;;;;;;;;;;;1;0;0;0;11610;;0;;530;0;1;1;4;1;1;;;;;;;1;1;4;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;560018509;560018459;1;0;0;0;144;0;0;9114;0;560018509;;;0;32;0;0;62;0;28;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;560023228;560023178;0;1;0;27576;0;25358;0;0;;;;;;;;;;;;;;2;;0;2218;25244;;114;;1018;36;4;2;11;3;;;;2;3;;;4;3.5;12.98;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;560029068;560029050;0;0;0;1058;0;862;1063;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;570000059;570025254;1;0;0;932;0;809;1101;0;1;;;;862;0;72;759;0;86;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;570000083;570000729;0;0;0;211;0;155;309;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;570000117;570015099;1;0;1;983;3;858;1263;5;1;;;;911;3;26;872;5;106;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;2;923;0;0;0;0;0;0;2;0;0;0;1;;3;;0.66;;2;;;1;;3;;1;1;;3.42;;0.15;0.01;
CANCERO;2019;570000216;570010181;1;0;1;3475;0;2912;5690;0;1;;;;3066;0;77;2866;0;294;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;12;10;;;277;2879;0;0;0;0;0;0;1677;0;0;0;;;;4;;2.3;8;5;;;4;5;;1;1;1;11.51;5.66;0.8;0.3;3.15
CANCERO;2019;570000281;570005165;1;0;0;3;10;0;42;10;1;;;;1;10;0;0;10;1;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;570000349;570005165;1;0;1;5112;0;4341;7349;0;1;;;;4525;0;209;4165;0;499;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;15;10;;;551;4217;0;0;0;0;0;0;4368;0;0;0;2;6;0;0;2;0.7;13;7;;;3;1;3;1;;2;14.7;9.45;0.5;;3.4
CANCERO;2019;570000356;570000919;0;0;0;252;0;72;1392;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;570000646;570001115;1;0;1;12980;0;12181;5776;0;1;;;;12107;0;153;11813;0;1009;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;17;25;;;814;11931;0;0;0;0;0;0;6329;0;0;0;2;2;;3;2;3.5;21;7;;;1;3;3;1;;;19.39;10.09;0.5;;1.05
CANCERO;2019;570000901;570000158;1;0;0;2676;0;2166;3499;0;1;;;;2145;0;131;1950;0;278;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;570001057;570023630;1;0;1;10884;0;9997;4534;0;1;;;;10869;0;684;9870;0;1070;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;24;25;;;1227;10917;0;0;0;0;0;0;7487;0;0;0;5;;;;5;;22;7;;;4;4;1;1;;3;23.52;8.05;0.5;;6.1
CANCERO;2019;570015248;950044412;0;1;0;44107;;42162;;;;;;;;;;;;;;;;3;0;0;1945;42162;790;0;0;1824;0;4;2;19;2;9;0;2;0;0;0;7;5;2;19;2;11.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;570026252;570023630;1;0;0;5318;0;3596;13391;0;1;;;;3638;0;111;3368;0;404;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;570026682;570005165;1;1;1;38638;0;36509;15995;0;1;;;;12527;0;965;11069;0;1372;0;0;0;4;0;4;1299;23463;489;133;69;1234;118;4;5;19;;11;0;1;2;;;3;4.37;6.39;18.97;;11.57;20;34;;;1167;12871;0;0;0;0;0;0;5095;0;0;0;4;5;1;0;3.06;0.9;14;11;1;;4;10;5;;;4;20.04;11.71;1;;4.45
CANCERO;2019;580780138;580000024;1;0;1;7411;0;6955;3541;0;1;;;;7035;0;34;6915;0;532;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;6951;0;0;0;0;0;0;0;0;0;0;;;2;9;1;4.5;15;10;;;1;5;1;1;1;1;18.5;10.5;0.3;0.8;1.23
CANCERO;2019;580972560;630011831;0;1;0;10475;;9823;0;;;;;;;;;;;;;;;2;0;0;652;9823;196;0;0;652;0;2;2;6;1;6;0;;;;;;2;2;6;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;580972685;580780096;1;0;0;457;0;445;129;0;0;210780417;;;180;0;0;176;0;24;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;580972693;580780039;1;0;1;3795;0;3441;4431;0;1;;;;3563;0;65;3415;0;411;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;0;4923;0;0;0;0;0;0;0;0;0;0;;;3;;0.8;;;;;;;8;;;;;5.3;;;;
CANCERO;2019;590000121;590780227;0;0;0;279;0;76;1518;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;590000188;590780334;1;1;1;69910;0;63612;15720;0;1;;;;21460;0;1473;19690;0;2514;0;109;0;9;0;8;3098;42687;2124;468;424;2791;336;5;8;46;6;10;53;2;1;4;2;3;6.48;8.8;45.76;6.87;11.02;96;53;44;15;3098;21314;2611;3131;376;1141;1;5;13427;11272;1477;4;19;16;4;6;16.28;20.27;173;10;1;1;2;21;1;1;0;0;176.73;9.61;1.8;1;2
CANCERO;2019;590000337;590781415;1;0;1;6319;0;5587;5903;0;1;;;;5774;0;175;5481;0;593;0;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;17;;;0;6341;0;0;0;0;0;0;0;0;0;0;1;;3;;1.53;;3;2;0;;5;10;1;1;;3;6.81;1.82;0.45;;4.83
CANCERO;2019;590000428;590781605;1;0;0;120;0;27;1113;0;0;590052056;;;10;0;0;7;0;3;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;590000535;590781803;1;0;0;94;0;20;989;0;0;590000618;;;13;0;0;16;0;2;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;590000592;590782165;1;0;1;690;0;607;940;0;1;;;;571;0;2;565;0;79;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;0;464;0;0;0;0;0;0;0;0;0;0;;;1;1;0.1;0.1;2;2;;;;;;1;1;1;2;2;0.1;0.1;0.2
CANCERO;2019;590000618;590782215;1;0;1;11815;0;9910;15659;0;1;;;;9976;0;305;9315;0;1039;0;19;0;;;;;;;;;;;;;;;;;;;;;;;;;;;20;11;;;669;5055;0;0;1;0;0;0;5511;0;1;0;5;;2;;4.88;;15;6;1;1;0;4;4;1;1;0;15.33;9.04;1.01;0.7;0
CANCERO;2019;590000758;590782637;1;0;0;1160;0;1027;1261;0;0;590797353;;;1044;0;1;1020;0;103;0;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;590000774;590782652;1;0;1;1304;0;1244;263;0;1;;;;1247;0;0;1239;0;151;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;0;1239;0;0;0;0;0;0;0;0;0;0;1;2;7;2;0.55;1.6;2;;;;1;3;1;1;;1;2.3;0.1;0.5;;0.6
CANCERO;2019;590001004;590783239;1;0;0;1336;0;1187;1220;0;1;;;;1175;0;1;1140;0;137;0;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;590006607;590780193;1;0;0;2038;0;1416;3676;0;1;;;;1339;0;172;1101;0;7;0;134;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;590006896;590000519;0;0;0;249;0;167;382;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;590008041;590008033;0;0;0;645;0;261;3337;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;590008298;590008249;0;1;0;26269;0;24750;0;0;;;;;;;;;;;;;;2;0;1;1519;24602;389;148;118;938;84;4;3;10;1;8;0;1;0;1;0;2;4.05;3;10.5;1.3;7.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;590025458;590782652;1;0;0;0;84;0;0;89;0;590000774;;;0;84;0;0;89;0;15;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;590035838;590000485;1;0;0;0;10;0;0;142;0;590000618;;;0;8;0;0;47;0;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;590045407;590780193;1;0;0;0;475;0;0;476;1;;;;0;475;0;0;476;0;66;0;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;590047957;590008629;0;1;0;17549;;16696;;;;;;;;;;;;;;;;2;0;;853;16696;;;;930;;3;2;7;1;;;;;;;;3;2;7;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;590048476;590051801;1;0;0;0;165;0;0;166;0;590797353;;;0;165;0;0;166;0;31;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;590052049;590006268;0;1;0;34047;;31805;;;;;;;;;;;;;;;;3;;0;2242;31805;;;;1557;;6;5;16;2;7;;;;;;4;6;4.3;13.6;2;9.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;590052056;590051801;1;0;1;3181;0;2808;2554;0;1;;;;2770;0;73;2648;0;282;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;0;2790;0;0;0;0;0;0;0;0;0;0;1;;1;;1.5;;4;1;;;;1;;;;;4.23;0.82;;;
CANCERO;2019;590055570;590055562;0;1;0;19452;;18616;0;0;;;;;;;;;;;;;;2;0;0;836;18616;0;0;0;836;0;5;3;10;1;10;0;1;0;0;0;3;4.2;3;10;1;9.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;590060851;590008629;0;1;0;25823;;24363;;;;;;;;;;;;;;;;5;0;;1460;24363;;;;1519;;6;5;17;4;;;;;;;;6;5;17;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;590780060;590000022;0;0;0;42;0;40;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;590780094;590000055;1;1;1;8803;0;8112;1538;0;1;;;;8802;0;686;8111;0;961;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;10;20;;;895;9072;0;0;0;0;0;0;2016;0;0;0;3;;;;3;;10;3;;;;;;1;1;;10;3;0.5;0.15;
CANCERO;2019;590780268;590053955;1;1;1;6599;0;5531;5906;0;1;;;;5292;0;46;5180;0;656;0;0;0;2;;3;0;0;8;0;55;6;53;4;3;10;1;8;0;1;;1;1;2;4.05;3;10.5;1.3;7.7;11;9;;;450;5243;0;0;1;0;0;0;3221;0;3;0;;;5;;;;11;6;;1;;2;1;1;1;;12.3;6.8;0.5;1.2;
CANCERO;2019;590780284;590051801;0;0;0;444;;13;4177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;590780383;590000204;1;0;1;4577;0;3699;5329;0;1;;;;3787;0;125;3633;0;587;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;3520;0;0;0;0;0;0;0;0;0;0;1;;4;1;;0.3;3;;;;;19;10;3;1;;12.4;3.8;1.2;0.1;
CANCERO;2019;590782256;590000659;1;0;1;7850;0;7850;7850;0;1;;;;7850;0;0;7855;0;889;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;0;7854;0;0;0;0;0;0;0;0;0;0;1;;3;;2.4;;5;1;;;0;2;1;1;;3;6;1.3;0.75;;1.7
CANCERO;2019;590782298;590000675;0;0;0;429;0;114;1702;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;590782553;590000741;1;0;1;2412;0;1972;2596;0;1;;;;1788;0;2;1783;0;260;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;0;1747;0;0;0;0;0;0;0;0;0;0;;;2;3;;;2;;;;;2;;1;1;;3.3;;0.4;0.2;
CANCERO;2019;590784864;590780193;1;0;0;3986;0;3550;3987;0;1;;;;3613;0;0;3539;0;444;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;590785374;620001834;1;0;0;2047;0;1993;611;0;1;;;;2046;0;6;1992;0;269;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;590787586;590780193;1;0;0;24;0;1;156;0;1;;;;6;0;0;0;0;5;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;590788964;590001756;1;0;1;4446;0;4329;945;0;1;;;;4107;0;2;4319;0;512;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;0;3961;0;0;0;0;0;0;0;0;0;0;;;2;1;1;0.5;1;1;0;0;2;3;0;1;0;0;2.5;1;0.5;0;2
CANCERO;2019;590796975;590780193;1;1;0;2853;0;1245;9515;0;1;;;;1244;0;8;1216;0;242;0;2;0;;;;0;0;519;0;479;499;419;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;590797353;590051801;1;0;1;5932;0;5349;5074;0;1;;;;5344;0;136;4879;0;719;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;14;20;;;122;7010;0;0;0;30;0;0;1295;0;0;0;6;;4;;8.39;;17;6;;;;8;10;;1;;21.31;8.41;;0.65;
CANCERO;2019;590801106;590782421;1;0;1;7767;0;6590;8836;0;1;;;;7171;0;561;6320;0;739;0;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;532;3279;0;0;0;0;0;0;1603;0;0;0;4;;1;;3.63;;;;;;;;;1;;;0.67;;0.69;;
CANCERO;2019;590804696;590781902;1;0;1;1577;0;1328;1849;0;1;;;;1429;0;77;1321;0;174;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1;;;91;1380;0;0;0;0;0;0;114;0;0;0;;;2;;0.57;;3;1;;;1;4;;1;;3;5.08;1;0.5;;2.5
