BOR;AN;FI;FI_EJ;CANCERO_A1;CANCERO_A2;CANCERO_A3;CANCERO_A4;CANCERO_B4;CANCERO_A5;CANCERO_A6;CANCERO_B6;CANCERO_A7;CANCERO_A8;CANCERO_B8;CANCERO_C8;CANCERO_A9;CANCERO_B9;CANCERO_C9;CANCERO_A10;CANCERO_B10;CANCERO_A11;CANCERO_B11;CANCERO_C11;CANCERO_D11;CANCERO_A12;CANCERO_B12;CANCERO_A13;CANCERO_A14;CANCERO_A15;CANCERO_B15;CANCERO_A16;CANCERO_B16;CANCERO_A17;CANCERO_A18;CANCERO_A19;CANCERO_A20;CANCERO_A21;CANCERO_A22;CANCERO_A23;CANCERO_B17;CANCERO_B19;CANCERO_B20;CANCERO_B21;CANCERO_B22;CANCERO_B23;CANCERO_C19;CANCERO_C20;CANCERO_C21;CANCERO_C22;CANCERO_C23;CANCERO_A24;CANCERO_A25;CANCERO_A26;CANCERO_A27;CANCERO_B24;CANCERO_B25;CANCERO_B26;CANCERO_B27;CANCERO_C24;CANCERO_C25;CANCERO_C26;CANCERO_C27;CANCERO_D24;CANCERO_D26;CANCERO_E24;CANCERO_E26;CANCERO_A28;CANCERO_A29;CANCERO_B28;CANCERO_B29;CANCERO_C28;CANCERO_C29;CANCERO_A30;CANCERO_A31;CANCERO_A32;CANCERO_A33;CANCERO_A34;CANCERO_B30;CANCERO_B31;CANCERO_B32;CANCERO_B33;CANCERO_B34;CANCERO_C30;CANCERO_C31;CANCERO_C32;CANCERO_C33;CANCERO_C34
CANCERO;2019;330000332;330780545;1;0;0;575;5;474;579;9;0;330780115;;;529;5;72;426;9;62;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;330000340;330780552;1;0;1;4148;1345;3399;4392;1440;1;;;;3216;1345;123;2997;1440;376;190;0;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;0;3800;0;0;0;4;0;0;0;0;0;0;;;;;;;3;;1;1;3;2;;;1;1;4.53;;0.25;0.61;0.64
CANCERO;2019;330000555;330781204;1;0;0;956;0;812;1177;0;0;330781196;;;808;0;14;775;0;111;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;330000589;330027509;1;0;0;206;2;125;462;2;0;330781196;;;89;2;3;85;2;26;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;330000605;330781253;1;1;1;23424;0;21813;12326;0;1;;;;8573;0;644;7592;0;935;0;10;0;2;0;0;591;13455;169;0;0;619;0;;3;11;;3;0;3;;1;1;;2.25;3;10.84;0.5;2.96;16;12;0;0;811;7369;0;0;2;0;0;0;4091;0;6;0;;;3;12;2.65;2.42;9;8;;;6;1;;1;;1;7.98;8.07;0.5;;2.1
CANCERO;2019;330000662;330781329;1;1;1;58041;0;53798;19020;0;1;;;;25433;0;2113;22797;0;3182;0;6;0;4;0;6;1896;27732;775;443;233;1597;286;8;5;22;6;12;6;2;3;3;;;4.95;6.94;19.54;5.26;10.67;76;33;45;10;3558;25473;2472;3633;39;22;3;6;18841;8866;127;12;17;11;1;4;12.95;10.82;132;78;1;5;120;17;6;8;2;24;105.97;50.11;5.22;3.54;87.45
CANCERO;2019;330025958;330025859;1;0;0;0;124;0;0;132;1;330781253;;;0;124;0;0;132;0;22;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;330780040;330000027;1;0;0;796;0;419;1331;0;0;330000662;;;21;0;0;21;0;3;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;330780081;330000043;0;0;0;1451;0;208;6305;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;330780115;330000076;1;1;1;11360;0;10460;5310;0;1;;;;9936;0;56;9787;0;1096;0;0;0;2;1;2;0;0;39;0;18;37;10;;3;3;2;5;0;5;;;;;2.5;3;3;2;5;23;16;;;556;10183;0;0;0;0;0;0;6237;0;0;0;1;;5;1;3.5;0.5;4;4;;;2;;;2;1;;4;4;1.24;0.5;2
CANCERO;2019;330780206;330000126;1;0;1;2238;0;2023;978;0;0;330780263;;;1048;0;10;1839;0;226;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;14;4;;;410;66;0;0;2;0;0;0;2923;0;3;0;;;3;;1.5;;7;2;;1;;1;1;1;;1;7.54;2.8;0.31;0.5;0.2
CANCERO;2019;330780263;330000134;1;0;1;2968;0;2415;4310;0;1;;;;1289;0;41;2159;0;268;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;0;644;0;0;0;0;0;0;0;0;0;0;;;2;;1;;5;;;;;;;;;;2.56;;;;
CANCERO;2019;330780479;330000274;1;1;1;11341;0;9346;11662;0;1;;;;10075;0;809;9072;0;1240;0;0;0;0;;0;0;0;27;0;23;22;21;;;;;4;0;;;;;4;;;;;7.39;37;10;;;1390;9218;0;0;0;0;0;0;8684;0;0;0;6;1;;;6;1;14;10;;;;1;;2;2;;14.39;10;1.29;0.62;
CANCERO;2019;330780495;330796392;1;0;0;404;0;329;566;0;0;330780115;;;306;0;2;301;0;36;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;330780503;330000308;0;0;0;316;0;200;477;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;330780511;330000316;1;0;1;2446;0;2153;2045;0;1;;;;2155;0;34;2056;0;260;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;2319;0;0;0;0;0;0;0;0;0;0;2;;;;2;;2;;;;;;;;;;2;;;;
CANCERO;2019;330780529;330796392;1;0;0;1252;0;922;2507;0;0;330780115;;;882;0;0;844;0;108;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;330780537;330000324;0;0;0;351;0;181;994;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;330781303;750821092;1;0;0;71;0;0;307;0;1;;;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;330781352;330781196;1;0;1;11156;0;9410;11070;0;1;;;;10633;0;1067;8612;0;1510;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;22;14;;;1132;5922;0;0;0;0;0;0;6691;0;0;0;3;9;;1;3;6.75;38;28;1;;13;18;13;;4;2;33.28;23.26;1;1.16;7.74
CANCERO;2019;330781360;330781196;1;0;1;5017;0;2204;23880;0;1;;;;2200;0;407;1590;0;68;0;217;0;;;;;;;;;;;;;;;;;;;;;;;;;;;16;10;;;716;819;0;0;716;809;0;0;5847;0;5847;0;;6;;;;5.2;37;18;;;7;7;4;1;;4;27.51;15.29;0.3;;6.21
CANCERO;2019;330781402;330000670;1;0;1;283;0;167;468;0;0;330780115;;;173;0;8;148;0;41;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;0;126;0;0;0;0;0;0;0;0;0;0;;;5;;;;;;1;;;1;;;;;0.33;;0.15;;
CANCERO;2019;330782582;330000928;1;0;1;1537;0;1200;2078;0;0;330780115;;;1020;0;0;1005;0;124;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;1553;;;;;;;;;;;;;;;;;2;;;;;;;;;;1.8;;;;
CANCERO;2019;330783648;330781196;1;1;0;48933;0;44548;37970;0;1;;;;18001;0;1577;15576;0;2227;0;1;0;4;0;0;1681;27206;2020;72;135;1949;27;10;5;20;3;18;44;;;8;1;5;10;5;26.07;3.9;19.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;340000033;340780055;1;0;0;6408;0;5583;7827;0;1;;;;6112;0;322;5488;0;574;0;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;340000207;340780493;1;1;1;78451;0;73818;23535;0;1;;;;24719;0;2153;21928;0;2985;0;0;0;6;0;6;2815;47793;545;421;298;2531;392;16;5;32;5;27;13;1;2;0;1;2;8.38;6.26;29.27;5.41;19.96;90;42;60;12;4537;23963;2824;2953;6;0;4;1;23357;14294;15;19;23;37;9;5;20.23;7.65;94;66;2;3;79;55;4;5;2;17;119.18;61.83;5;4.85;58.29
CANCERO;2019;340000223;340011295;1;0;0;936;0;725;1577;0;1;;;;667;0;1;648;0;75;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;340009885;340009877;1;0;1;3100;0;2742;1550;0;1;;;;2364;0;117;2369;0;269;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;2115;0;0;0;0;0;0;0;0;0;0;;;5;4;4;0.5;9;7;;;;;1;2;1;;9;7.5;0.2;0.1;
CANCERO;2019;340015502;340000512;0;0;0;536;0;37;4749;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;340015965;340000074;1;0;1;5946;0;4687;8527;0;1;;;;4655;0;249;4564;0;596;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;0;4194;0;0;0;0;0;0;0;0;0;0;;;5;1;2;0.5;2;;;;;2;1;1;1;;3.5;0.5;0.5;0.5;
CANCERO;2019;340020445;340021559;0;1;0;33225;;31694;;;;;;;;;;;;;;;;4;0;2;1531;31694;2024;0;40;1531;40;5;4;14;2;17;0;1;1;1;1;4;5.5;4.8;14.9;2.8;20.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;340021211;340780055;1;0;0;0;35;0;0;786;0;340000033;;;0;21;0;0;24;0;10;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;340780139;340000090;0;0;0;293;0;213;176;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;340780634;340000272;1;0;1;1038;0;771;1742;0;1;;;;587;0;2;572;0;66;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;0;;0;590;0;0;0;0;0;0;0;0;0;0;;;2;;0.2;;1;;;;;1;1;2;1;1;1.6;0.5;0.2;0.1;0.2
CANCERO;2019;340780642;340785856;1;0;0;1273;0;685;3372;0;0;340782036;;;554;0;9;523;0;89;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;340780667;340000280;1;0;0;8721;0;7419;9309;0;1;;;;7707;0;408;7028;0;801;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;340780675;340000298;1;1;1;33225;0;31694;10417;0;1;;;;13117;0;135;12767;0;1304;0;0;0;4;1;2;1531;31694;2024;0;40;1531;40;5;4;14;2;17;0;2;1;1;1;4;6.5;4.8;14.9;2.8;20.9;35;33;;;983;13085;0;0;0;0;0;0;13571;0;0;0;7;1;2;2;8.5;2.5;11;8;;1;7;13;13;2;;1;17.03;13.89;0.74;1;7.8
CANCERO;2019;340780717;340023225;1;0;0;139;0;87;320;0;0;340000207;;;36;0;0;36;0;10;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;340780741;340000348;0;0;0;952;0;722;1084;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;340781608;340015171;1;0;0;138;0;9;1873;0;0;340780493;;;96;0;60;9;0;53;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;340782036;340780477;1;0;1;14094;153;11928;22213;272;1;;;;13000;153;693;11551;272;1732;56;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;18;13;;;1400;5401;0;0;0;0;0;0;6039;0;0;0;;5;;8;;5.46;20;14;;;2;1;;;;;18.92;13.09;;;1.9
CANCERO;2019;340782085;340780477;1;0;0;960;0;226;6160;0;1;;;;37;0;0;16;0;10;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;340785161;340780477;1;0;0;777;0;74;4022;0;1;;;;36;0;2;5;0;31;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;340796663;340780477;1;0;1;5307;0;3576;8374;0;1;;;;4522;0;877;3400;0;404;0;129;0;;;;;;;;;;;;;;;;;;;;;;;;;;;12;8;;;860;2332;0;0;1;0;0;0;1943;0;1;0;;;;6;;1.63;9;6;1;;;2;2;1;;1;9.2;6.36;0.66;;1
CANCERO;2019;340798511;340798503;0;1;0;26094;;26094;;;;;;;;;;;;;;;;3;;;;26094;;;;;;4;;;;;;;;;;;3.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;350000121;350000303;1;1;0;10630;0;9131;14922;0;1;;;;8982;0;67;8728;0;919;0;0;0;2;;2;0;0;5;0;22;3;16;3;3;15;2;16;0;1;2;5;1;7;3.8;4.6;18.8;2.8;18.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;350000139;350001137;0;0;0;990;0;471;2778;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;350000147;350000022;1;0;1;6880;0;6181;7408;0;1;;;;6445;0;205;6048;0;698;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;15;0;0;0;6336;0;0;0;0;0;0;0;0;0;0;;;3;;1.16;;3;2;0;0;1;11;2;0;0;1;9.7;4.31;0;0;1.04
CANCERO;2019;350000154;350000030;1;0;0;348;0;292;712;0;1;;;;208;0;0;201;0;34;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;350000162;350000048;1;0;0;147;0;121;208;0;0;350002812;;;38;0;0;38;0;12;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;350000188;350000055;1;0;0;680;0;551;1028;0;0;350002812;;;620;0;64;535;0;91;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;350000196;350000311;1;0;1;3745;0;3432;1639;0;1;;;;3373;0;1;3372;0;290;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;2;;;;;;;;;;2;;;;
CANCERO;2019;350000741;350005179;1;0;1;14255;0;11123;35713;0;1;;;;10959;0;324;10046;0;1319;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;11;19;;;448;10920;0;0;5;39;0;0;3367;0;35;0;;8;;1;;2.83;39;13;0;;6;10;3;0;;0;41.22;17.34;0.01;;6.06
CANCERO;2019;350002192;220020739;1;0;1;1526;0;1236;1817;0;1;;;;1163;0;9;1139;0;129;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;1142;0;0;0;0;0;0;0;0;0;0;;;;3;;;1;;;;;1;;;1;;1.2;;;0.1;
CANCERO;2019;350002812;350023503;1;1;1;58237;0;56502;7598;0;1;;;;20123;0;802;19011;0;2249;0;0;0;5;;6;2284;34135;296;138;295;2110;343;10;8;25;1;16;32;3;1;8;3;3;8.7;10.32;29.59;3.48;17.66;44;47;10;11;1612;19959;626;1314;1;0;0;6;7548;1402;1;0;15;;13;;18.45;;60;35;0;0;51;22;8;4;3;18;65.32;28.63;1.5;1.43;59.24
CANCERO;2019;350005146;350000733;1;0;1;6016;0;5314;5536;0;1;;;;5118;0;164;4854;0;387;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;0;6078;0;0;0;0;0;0;0;0;0;0;;3;;;;3;;1;;;;8;5;;;;2.85;1.59;;;
CANCERO;2019;350007084;350005179;1;0;1;2195;0;1500;6276;0;1;;;;1429;0;263;1106;0;25;0;143;0;;;;;;;;;;;;;;;;;;;;;;;;;;;12;8;;;452;2118;0;0;434;2013;0;0;2686;0;2630;0;;5;;2;;3.77;26;6;0;;14;16;9;1;;1;35.97;13.47;0.01;;11.37
CANCERO;2019;350036299;350036281;0;1;0;26689;;25592;;;;;;;;;;;;;;;;3;0;2;1097;25498;;94;11;1097;40;4;2;10;3;12;0;1;3;5;1;13;4.8;4.4;14.4;3.8;18.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;350042628;350042578;1;0;0;0;32;0;0;37;0;350002812;;;0;32;0;0;16;0;16;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;350044764;350036281;0;1;0;20099;;19315;0;;;;;;;;;;;;;;;2;;0;784;19315;0;0;0;784;0;2;2;9;3;4;0;1;1;2;;8;2.7;2.8;10.8;2;8.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;350044772;350000626;1;0;0;0;17;0;0;21;1;;;;0;17;0;0;21;0;13;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;360000038;360000046;1;0;1;185;0;178;136;0;0;180004145;;;184;0;0;178;0;16;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;291;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;1;2;1;;;0.7;1.34;1.01;;
CANCERO;2019;360000129;360000269;1;0;0;327;0;111;1030;0;0;360000129;;;69;0;0;69;0;24;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;360000137;360000053;1;0;1;6389;0;5983;5625;0;1;;;;5757;0;81;5788;0;546;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;22;15;;;483;4632;0;0;0;0;0;0;7659;0;0;0;4;;3;;4.12;;13;9;;;6;8;4;1;;7;18.08;11.75;0.5;;11.12
CANCERO;2019;370000051;370000028;0;0;0;222;0;145;295;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;370000093;370013468;1;0;1;3626;0;2881;5477;0;1;;;;2752;0;2;2660;0;373;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;0;2793;0;0;0;0;0;0;0;0;0;0;2;11;2;7;4;14;1;1;;;1;1;;1;1;;1.5;1;0.1;0.3;1
CANCERO;2019;370000499;370000481;1;0;1;750;0;540;1791;0;1;;;;707;0;122;507;0;1;0;66;0;;;;;;;;;;;;;;;;;;;;;;;;;;;2;4;;;211;825;0;0;211;819;0;0;864;0;864;0;3;;3;;3.96;;9;3;2;;2;7;2;0;;7;14.22;4.6;1.5;;7.7
CANCERO;2019;370000531;370000606;1;0;1;1363;0;1355;103;0;0;370000861;;;1360;0;2;1354;0;141;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;4;0;0;0;1530;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0.16;1.16;3;1;1;0;0;0;1;1;0;0;2.99;1.73;0.4;0;0.73
CANCERO;2019;370000861;370000481;1;1;1;44731;0;41329;21587;0;1;;;;18012;0;1356;15917;0;2069;0;3;0;4;0;3;1721;22676;306;97;110;1531;138;;2;18;;9;6;;0;4;;1;;2;21.1;;6.98;36;31;;;1691;14450;0;0;24;24;0;0;10073;0;80;0;18;;1;;14.98;;53;45;;1;18;17;24;;;5;61.29;56.07;;0.2;15.75
CANCERO;2019;370000903;370000614;1;0;0;940;0;869;773;0;0;370000861;;;874;0;1;832;0;94;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;370004467;370000481;1;1;0;1946;0;636;12850;0;1;;;;734;0;97;518;0;192;0;1;0;0;;0;0;0;52;0;6;51;6;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;370007569;370007528;1;1;1;12063;0;10323;9719;0;1;;;;10081;0;457;9826;0;1124;0;0;0;4;1;3;0;0;10;0;35;8;14;6;;;;;0;;;;;;6;;;;;;22;;;0;9017;0;0;0;0;0;0;0;0;0;0;6;15;;;6;15;6;;;;2;1;;2;;1;7.54;;0.26;;2.92
CANCERO;2019;370009938;440052041;1;0;0;0;42;0;0;78;1;370000481;;;0;42;0;0;78;0;21;0;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;370013286;370013278;0;0;0;35;0;8;71;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;370013450;370002149;0;1;0;23501;;22473;0;;;;;;;;;;;;;;;3;0;1;1028;22420;940;53;;948;15;2;2;20;3;;;2;1;5;0;;2.8;2.92;18.21;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;370103673;370001638;1;0;0;0;41;0;0;428;0;370000481;490001765;860000223;0;41;0;0;45;0;7;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;380000034;380780049;1;0;0;4327;0;3757;4674;0;1;;;;4113;0;253;3709;0;446;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;380000067;380780080;1;1;1;41599;1102;37475;39719;1109;1;;;;17528;1102;829;15874;1109;2171;137;118;8;3;0;2;1200;18317;333;144;204;1094;200;3;4;15;;12;17;1;;9;;6;3.9;4;21.45;;16.5;47;35;;;2010;15511;0;0;403;57;0;0;14948;0;2899;0;8;4;8;14;10.27;8.96;45;21;;1;8;25;7;3;;26;63.17;25.85;1.65;0.64;24.75
CANCERO;2019;380000091;380780171;1;0;0;79;0;78;5;0;0;380780080;260000013;260000120;79;0;0;78;0;10;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;380000174;380781435;1;0;0;2099;45;1654;3565;74;1;;;;1815;45;207;1528;74;221;19;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;380000406;380784751;1;0;1;1390;2;1287;834;4;1;;;;1234;2;0;1230;4;150;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;0;1240;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;8;2;0;0;0;3;0;0;1;1;1.2;0.82;0.23;0.2;0.2
CANCERO;2019;380012658;380012609;1;1;1;35977;0;34956;8882;0;1;;;;11594;0;220;11223;0;1287;0;0;0;3;;;1001;22506;580;0;0;990;0;5;5;10;;3;0;;;6;;2;3.75;4.59;19.15;0.91;4.7;30;29;;;789;12002;0;0;0;0;0;0;7992;0;0;0;5;;10;;11.08;;9;9;1;;;7;4;;;;15.7;14.9;0.5;;
CANCERO;2019;380780197;380798173;0;0;0;379;0;107;1105;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;380780288;380019224;0;0;0;419;0;237;867;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;380785956;380795211;1;0;0;1094;0;571;3893;0;0;380780080;380012658;;42;0;0;41;0;9;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;380786442;380798025;0;0;0;1704;0;642;5728;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;390000040;390780146;1;0;1;3475;0;3215;2752;0;1;;;;3156;0;0;3092;0;348;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;12;0;0;0;3461;0;0;0;0;0;0;0;0;0;0;;;1;5;0.2;0.65;;;;;;27;17;2;;7;8.51;4.91;0.58;;2.49
CANCERO;2019;390000222;390780609;1;0;1;1724;0;1598;1616;0;0;250000015;;;1600;0;2;1557;0;184;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;6;5;;;64;1584;0;0;0;0;0;0;840;0;0;0;;;;;;0.5;;1;;;3;1;;;;;1.14;0.91;;;3.15
CANCERO;2019;390004349;390004299;1;0;0;45;24;0;1423;26;0;690783220;;;0;24;0;0;26;0;3;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;390780575;250017803;0;0;0;770;0;515;1410;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2019;400000105;400780193;1;1;1;25790;0;25058;6134;0;1;;;;7978;0;48;7849;0;822;0;2;0;2;1;0;759;16258;41;0;0;805;0;;4;10;0;6;0;3;0;2;0;3;2.92;3.25;11.21;0;8.28;;19;;;0;4952;0;0;0;0;0;0;0;0;0;0;3;;1;5;1.84;0.57;8;3;;;4;7;1;;;3;9.8;2.66;;;6.12
CANCERO;2019;400000139;400011177;1;0;1;7965;0;7200;7084;0;1;;;;7235;0;63;7013;0;800;0;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;1;18;;;1;7052;0;0;0;138;0;0;8;0;0;0;2;0;0;4;2.67;3.83;9;2;0;0;3;6;4;2;1;6;12.17;5.3;1;0.44;5.89
